746	264.3	-117.6	-116
747	264.3	-117.6	-58
748	264.3	-117.6	0
749	264.3	-117.6	58
750	264.3	-117.6	116
751	264.3	-117.6	174
752	264.3	-117.6	232
753	264.3	-117.6	290
754	264.3	-117.6	348
755	264.3	-176.4	-348
756	264.3	-176.4	-290
757	264.3	-176.4	-232
758	264.3	-176.4	-174
759	264.3	-176.4	-116
760	264.3	-176.4	-58
761	264.3	-176.4	0
762	264.3	-176.4	58
763	264.3	-176.4	116
764	264.3	-176.4	174
765	264.3	-176.4	232
766	264.3	-176.4	290
767	264.3	-176.4	348
768	323.7	-176.4	-348
769	323.7	-176.4	-290
770	323.7	-176.4	-232
771	323.7	-176.4	-174
772	323.7	-176.4	-116
773	323.7	-176.4	-58
774	323.7	-176.4	0
775	323.7	-176.4	58
776	323.7	-176.4	116
777	323.7	-176.4	174
778	323.7	-176.4	232
779	323.7	-176.4	290
780	323.7	-176.4	348
781	29.7	-117.6	-348
782	29.7	-117.6	-290
783	29.7	-117.6	-232
784	29.7	-117.6	-174
785	29.7	-117.6	-116
786	29.7	-117.6	-58
787	29.7	-117.6	0
788	29.7	-117.6	58
789	29.7	-117.6	116
790	29.7	-117.6	174
791	29.7	-117.6	232
792	29.7	-117.6	290
793	29.7	-117.6	348
794	-29.7	-117.6	-348
795	-29.7	-117.6	-290
796	-29.7	-117.6	-232
797	-29.7	-117.6	-174
798	-29.7	-117.6	-116
799	-29.7	-117.6	-58
800	-29.7	-117.6	0
801	-29.7	-117.6	58
802	-29.7	-117.6	116
803	-29.7	-117.6	174
804	-29.7	-117.6	232
805	-29.7	-117.6	290
806	-29.7	-117.6	348
807	-29.7	-176.4	-348
808	-29.7	-176.4	-290
809	-29.7	-176.4	-232
810	-29.7	-176.4	-174
811	-29.7	-176.4	-116
812	-29.7	-176.4	-58
813	-29.7	-176.4	0
814	-29.7	-176.4	58
815	-29.7	-176.4	116
816	-29.7	-176.4	174
817	-29.7	-176.4	232
818	-29.7	-176.4	290
819	-29.7	-176.4	348
820	29.7	-176.4	-348
821	29.7	-176.4	-290
822	29.7	-176.4	-232
823	29.7	-176.4	-174
824	29.7	-176.4	-116
825	29.7	-176.4	-58
826	29.7	-176.4	0
827	29.7	-176.4	58
828	29.7	-176.4	116
829	29.7	-176.4	174
830	29.7	-176.4	232
831	29.7	-176.4	290
832	29.7	-176.4	348
833	-117.3	-44.1	-348
834	-117.3	-44.1	-290
835	-117.3	-44.1	-232
836	-117.3	-44.1	-174
837	-117.3	-44.1	-116
838	-117.3	-44.1	-58
839	-117.3	-44.1	0
840	-117.3	-44.1	58
841	-117.3	-44.1	116
842	-117.3	-44.1	174
843	-117.3	-44.1	232
844	-117.3	-44.1	290
845	-117.3	-44.1	348
846	-176.7	-44.1	-348
847	-176.7	-44.1	-290
848	-176.7	-44.1	-232
849	-176.7	-44.1	-174
850	-176.7	-44.1	-116
851	-176.7	-44.1	-58
852	-176.7	-44.1	0
853	-176.7	-44.1	58
854	-176.7	-44.1	116
855	-176.7	-44.1	174
856	-176.7	-44.1	232
857	-176.7	-44.1	290
858	-176.7	-44.1	348
859	-176.7	-102.9	-348
860	-176.7	-102.9	-290
861	-176.7	-102.9	-232
862	-176.7	-102.9	-174
863	-176.7	-102.9	-116
864	-176.7	-102.9	-58
865	-176.7	-102.9	0
866	-176.7	-102.9	58
867	-176.7	-102.9	116
868	-176.7	-102.9	174
869	-176.7	-102.9	232
870	-176.7	-102.9	290
871	-176.7	-102.9	348
872	-117.3	-102.9	-348
873	-117.3	-102.9	-290
874	-117.3	-102.9	-232
875	-117.3	-102.9	-174
876	-117.3	-102.9	-116
877	-117.3	-102.9	-58
878	-117.3	-102.9	0
879	-117.3	-102.9	58
880	-117.3	-102.9	116
881	-117.3	-102.9	174
882	-117.3	-102.9	232
883	-117.3	-102.9	290
884	-117.3	-102.9	348
885	-117.3	-191.1	-348
886	-117.3	-191.1	-290
887	-117.3	-191.1	-232
888	-117.3	-191.1	-174
889	-117.3	-191.1	-116
890	-117.3	-191.1	-58
891	-117.3	-191.1	0
892	-117.3	-191.1	58
893	-117.3	-191.1	116
894	-117.3	-191.1	174
895	-117.3	-191.1	232
896	-117.3	-191.1	290
897	-117.3	-191.1	348
898	-176.7	-191.1	-348
899	-176.7	-191.1	-290
900	-176.7	-191.1	-232
901	-176.7	-191.1	-174
902	-176.7	-191.1	-116
903	-176.7	-191.1	-58
904	-176.7	-191.1	0
905	-176.7	-191.1	58
906	-176.7	-191.1	116
907	-176.7	-191.1	174
908	-176.7	-191.1	232
909	-176.7	-191.1	290
910	-176.7	-191.1	348
911	-176.7	-249.9	-348
912	-176.7	-249.9	-290
913	-176.7	-249.9	-232
914	-176.7	-249.9	-174
915	-176.7	-249.9	-116
916	-176.7	-249.9	-58
917	-176.7	-249.9	0
918	-176.7	-249.9	58
919	-176.7	-249.9	116
920	-176.7	-249.9	174
921	-176.7	-249.9	232
922	-176.7	-249.9	290
923	-176.7	-249.9	348
924	-117.3	-249.9	-348
925	-117.3	-249.9	-290
926	-117.3	-249.9	-232
927	-117.3	-249.9	-174
928	-117.3	-249.9	-116
929	-117.3	-249.9	-58
930	-117.3	-249.9	0
931	-117.3	-249.9	58
932	-117.3	-249.9	116
933	-117.3	-249.9	174
934	-117.3	-249.9	232
935	-117.3	-249.9	290
936	-117.3	-249.9	348
937	-264.3	-117.6	-348
938	-264.3	-117.6	-290
939	-264.3	-117.6	-232
940	-264.3	-117.6	-174
941	-264.3	-117.6	-116
942	-264.3	-117.6	-58
943	-264.3	-117.6	0
944	-264.3	-117.6	58
945	-264.3	-117.6	116
946	-264.3	-117.6	174
947	-264.3	-117.6	232
948	-264.3	-117.6	290
949	-264.3	-117.6	348
950	-323.7	-117.6	-348
951	-323.7	-117.6	-290
952	-323.7	-117.6	-232
953	-323.7	-117.6	-174
954	-323.7	-117.6	-116
955	-323.7	-117.6	-58
956	-323.7	-117.6	0
957	-323.7	-117.6	58
958	-323.7	-117.6	116
959	-323.7	-117.6	174
960	-323.7	-117.6	232
961	-323.7	-117.6	290
962	-323.7	-117.6	348
963	-323.7	-176.4	-348
964	-323.7	-176.4	-290
965	-323.7	-176.4	-232
966	-323.7	-176.4	-174
967	-323.7	-176.4	-116
968	-323.7	-176.4	-58
969	-323.7	-176.4	0
970	-323.7	-176.4	58
971	-323.7	-176.4	116
972	-323.7	-176.4	174
973	-323.7	-176.4	232
974	-323.7	-176.4	290
975	-323.7	-176.4	348
976	-264.3	-176.4	-348
977	-264.3	-176.4	-290
978	-264.3	-176.4	-232
979	-264.3	-176.4	-174
980	-264.3	-176.4	-116
981	-264.3	-176.4	-58
982	-264.3	-176.4	0
983	-264.3	-176.4	58
984	-264.3	-176.4	116
985	-264.3	-176.4	174
986	-264.3	-176.4	232
987	-264.3	-176.4	290
988	-264.3	-176.4	348
